uuid,sex,age,region
3506511e-e02e-4e62-9b21-f6caa1a7f004,Masculino,29,Valparaíso
9b41ff02-e31b-4d1a-aedf-a859a92971c8,Masculino,35,Metropolitana de Santiago
7890f452-2ea2-4500-af6d-1170bf2aacff,Masculino,42,Biobío
b774d007-a6fa-4e29-a98b-01a651980bfc,Masculino,39,Coquimbo
562518c2-6e63-4796-bd31-74bcc3aba151,Masculino,42,Metropolitana de Santiago
29b8fe1a-839a-4df7-9fb3-834d38b2e0ad,Masculino,41,Metropolitana de Santiago
6f65eb5c-4d2e-4dd0-bc4f-55ae5d90541b,Masculino,35,Biobío
4310f2c3-38c7-49fa-b8b5-928ef94ee39f,Masculino,36,Metropolitana de Santiago
3153b100-fac9-4723-a677-01eba847c8c2,Masculino,59,Biobío
8ffa0256-088f-4753-a555-50405173a3f8,Masculino,28,Metropolitana de Santiago
09d5bd2c-f220-4f98-a1ab-d3cf034206a4,Femenino,27,Metropolitana de Santiago
feff9eb4-ff83-4bcf-a7c8-d58a85802869,Masculino,36,Los Lagos
bbaddad3-62c3-4006-9df3-c9e5ea9dfbf1,Masculino,22,Metropolitana de Santiago
8e884252-e1eb-4eb6-9555-d08efb6489a3,Masculino,29,Metropolitana de Santiago
f53884c7-5fcb-4f73-942e-bdfcc1b6120c,Femenino,35,Metropolitana de Santiago
e9365720-0b66-41d8-a31d-be2ca4cbff0f,Masculino,62,Antofagasta
c711e924-7f73-4b8c-b985-01da88a90058,Masculino,41,Metropolitana de Santiago
2b7e2400-c4b3-4eae-86d1-34ba11b4fcf0,Masculino,29,Metropolitana de Santiago
12173376-ffa6-4d64-8a55-c6fcebc78c6e,Masculino,46,Metropolitana de Santiago
209e76d8-73b0-4e5b-b282-771ac44c58de,Masculino,43,Valparaíso
9980a1cc-f335-4c4e-ab82-2f97d2fcbff4,Masculino,43,Metropolitana de Santiago
0760f6f3-5433-4772-a38d-9dcbe4b68411,Masculino,37,Metropolitana de Santiago
9da29a59-2ce9-4b2e-a91a-1b4aed7f3afa,Masculino,37,Araucanía
2bae7d2e-d9f0-4081-baa2-3eed47321c34,Femenino,52,Valparaíso
cb2dad41-9bc4-4423-99b0-5221d9542171,Masculino,35,Metropolitana de Santiago
63f3b1a8-1b36-4027-90c6-6ec2dce5c4b9,Masculino,-47,Metropolitana de Santiago
4ed4a6fa-3d3a-4eb0-8169-29e54c84a442,Masculino,36,Metropolitana de Santiago
f03b7d2e-6e98-4d53-8591-b89a7f1af507,Masculino,31,Metropolitana de Santiago
cc92df70-7c3a-431a-bb5d-5f84f8dfa5d4,Femenino,34,Metropolitana de Santiago
a8b41f63-9c3d-4356-89e6-5c10efc4e557,Femenino,37,Metropolitana de Santiago
0f2da2ff-13f9-4dd5-8b42-99cea3d22556,Masculino,49,Metropolitana de Santiago
2ab6dfed-1987-443e-9dea-a48ca4e42cb2,Masculino,31,Metropolitana de Santiago
f0078179-38f7-4d44-8417-ef3cdb49e676,Masculino,30,Metropolitana de Santiago
f070272a-a984-43a7-abb5-7e006333b1f4,Masculino,37,O'Higgins
225b052b-34e5-4471-b0e4-41c3ae0e3dcf,Femenino,47,Metropolitana de Santiago
93a8bcb5-5ff1-440e-970d-12ec80f6e27d,Masculino,27,Los Lagos
1ff2fe5e-eccd-4bb3-860c-32bfbf6c9703,Masculino,28,Metropolitana de Santiago
98e129a4-a63e-45f3-b3fe-5ff538e01e06,Femenino,38,Metropolitana de Santiago
6e4729ef-174c-4c98-9eec-8d68013fb321,Masculino,35,Metropolitana de Santiago
3e2946fd-c07e-4e1f-aeb3-2fd0e4223ab7,Femenino,31,Metropolitana de Santiago
d5ab9cb1-9bab-44a0-9984-a7c7d5f10c6a,Femenino,46,Maule
9d5ec8d4-0d17-4055-a9fe-df4d167b290b,Femenino,30,Metropolitana de Santiago
82132792-01cb-4d66-babc-33dca5785e6f,Masculino,49,Metropolitana de Santiago
04d84b85-dd59-4179-b284-4e9e9697b85c,Masculino,25,Biobío
1e029559-2f64-4bc7-be4d-ce5fd9e30783,Femenino,45,Araucanía
3937659e-419b-49ae-9db0-21af94931983,Masculino,21,Metropolitana de Santiago
3884d57b-4022-4a81-ab6e-115d8029c7ee,Femenino,28,Metropolitana de Santiago
2628baee-80a7-49c7-adf5-f74f3012c6d6,Masculino,43,O'Higgins
0e9b1fae-48a4-48e7-a9b4-855ae83e4f76,Masculino,43,Biobío
b54a3df9-ecf9-4836-ab42-ee3db45c68be,Masculino,29,Los Lagos
3eb423ef-0c3d-4c56-bd36-df866cf16942,Masculino,37,Los Lagos
6575ead6-88e2-4557-978d-711970e920e0,Masculino,40,Fuera de Chile
03b45584-dafd-4350-b617-d6e4ee0b2141,Masculino,29,Metropolitana de Santiago
caf269f5-9cf0-45da-b040-9a60762214c2,Masculino,25,Metropolitana de Santiago
8696a88a-f679-4d81-bd19-ef738e44afcf,Masculino,33,Metropolitana de Santiago
0bcc4c5b-30b4-4ced-90ef-f7d69dd56395,Femenino,40,Metropolitana de Santiago
0bcc4c5b-30b4-4ced-90ef-f7d69dd56395,Femenino,40,Metropolitana de Santiago
678f8397-6de0-4e0c-bfa0-5da10dbeeb05,Femenino,40,Metropolitana de Santiago
793a4d6c-428c-40e3-80ba-4eaceac20bd6,Femenino,34,Los Lagos
53ef44a2-cba4-4f3b-97a0-0666ebf909dd,Masculino,38,Metropolitana de Santiago
4b9a38f8-cb08-4dae-9f8f-47813ae32e8a,Masculino,35,Fuera de Chile
2224ff22-2e2e-435d-a9e2-ce19d795af42,Masculino,35,Metropolitana de Santiago
f55d089a-128c-4b02-9f41-f7272025dc77,Masculino,37,Metropolitana de Santiago
7c325253-6231-435b-89d5-06b222b830e1,Masculino,25,Metropolitana de Santiago
b2e24ebe-06de-4661-b257-3f14846e9bf3,Masculino,24,Maule
e95e3c56-de24-4d3a-8003-72fe4a77c8d8,Masculino,32,O'Higgins
90274dde-f490-40bf-91fc-ccbcf2b064d6,Masculino,35,Valparaíso
617be776-1d6c-4880-8c75-e7414602fba8,Masculino,24,Metropolitana de Santiago
59aed15d-9534-4489-931c-61ca550f3eb7,Femenino,32,Metropolitana de Santiago
2eb9bb79-8ecb-4900-8248-4049bbd466a5,Masculino,25,Metropolitana de Santiago
212e2bee-b520-425a-92f0-6ecb39c9c07a,Masculino,25,Maule
7d37fe50-b5a4-4f88-952b-91940b1f130c,Masculino,40,Metropolitana de Santiago
d1ef0888-d7fb-46ff-ac69-c46be6428638,Femenino,54,Valparaíso
6bd4a2bf-b30c-4ddf-9a94-3c871bf6eb05,Masculino,30,Metropolitana de Santiago
e5ecc85f-1203-4013-9243-67a36efa49be,Masculino,47,Metropolitana de Santiago
1655ed6b-801a-4420-a888-c4045216bcfd,Masculino,45,Metropolitana de Santiago
7db40103-b02c-4f33-a408-19f7b68bfd87,Masculino,-40,Los Ríos
b0f169d3-a915-4763-96df-238f9437b637,Masculino,58,Metropolitana de Santiago
973623b6-ecb9-487a-b4be-20468f80fa1c,Masculino,45,Metropolitana de Santiago
176f2afa-a0f8-4681-83e9-ff0eec8b2d88,Masculino,33,Metropolitana de Santiago
aa49e276-59e1-4f10-b029-f22eb8b4db6e,Femenino,35,O'Higgins
a9c14715-4bfb-4a85-8b1e-c22ff062d17d,Masculino,37,Araucanía
c00bedac-9ec0-4d52-90e7-4d45b17cadec,Masculino,72,Valparaíso
298a294d-f403-4846-a48b-1a0ad6f9a3f4,Masculino,30,Valparaíso
6c74e345-0f4c-4365-8eac-448dc26527d1,Masculino,17,Metropolitana de Santiago
0936aa08-f693-4212-abfb-b07d29b26af4,Masculino,37,Metropolitana de Santiago
75e8e872-5d13-46f2-bfe2-d5cae6dc676c,Femenino,23,Metropolitana de Santiago
fceaec66-4779-43e7-be1f-08dc19467b16,Masculino,34,Metropolitana de Santiago
b51357e4-504a-426a-be55-e898bccf5f8a,Masculino,39,Metropolitana de Santiago
03de83d0-59e0-476c-b1e9-661cb6bb68d6,Masculino,29,Valparaíso
4100fec4-ab72-4fc0-8e9e-887e07e1fa7d,Femenino,57,Metropolitana de Santiago
601aa97e-2f2e-4bb1-8502-3037c917ad63,Femenino,36,Metropolitana de Santiago
5fae0c91-281d-4698-a419-42fd5636ba2f,Femenino,31,Metropolitana de Santiago
92d8162b-0c9e-4e8e-817d-ff5dd1f05d90,Femenino,43,Valparaíso
7506d339-b041-4b8c-97bb-fe0bd86dd2dd,Masculino,28,Metropolitana de Santiago
98e2f49d-c127-4f66-bbfe-7713afd7c6a3,Masculino,40,Metropolitana de Santiago
27467139-0f9f-428a-a5c1-ff6aa5b098a9,Masculino,45,Metropolitana de Santiago
c81244af-d975-4b2f-b9b4-340ced3e9e10,Masculino,31,Metropolitana de Santiago
99788d2f-db04-4523-b51f-d5ef65138fe8,Masculino,44,Metropolitana de Santiago
e357219e-bef7-4fc1-862e-225182988fb0,Masculino,18,Metropolitana de Santiago
94eaf575-0782-440c-8760-2f20538bf0dc,Masculino,31,Metropolitana de Santiago
0d1d661d-dfa5-4421-957d-c6903afdd793,Masculino,26,Metropolitana de Santiago
d2c098fa-e7e3-413a-b1e1-523140cd7406,Masculino,43,Metropolitana de Santiago
7a47a078-8420-4190-98b3-6edf64cae54e,Masculino,50,Metropolitana de Santiago
9f9edecf-2133-4ab6-aa5c-e8618f95cd5f,Masculino,52,Araucanía
f5671c3a-23a8-4c64-80e3-0a019bfd944d,Masculino,30,Metropolitana de Santiago
7b9db741-d272-4087-b023-0347813cd97d,Masculino,19,Metropolitana de Santiago
b82ed8da-a3af-4771-a806-98834b92cd6f,Masculino,38,Metropolitana de Santiago
ddb8661c-433b-4948-9b61-f0dfa694cb79,Masculino,22,Metropolitana de Santiago
19ad2865-cc80-4f8f-a976-24699968c655,Masculino,36,Tarapacá
6435f1eb-dc55-4155-b87f-923a68dbd467,Masculino,30,Metropolitana de Santiago
2a30a9ba-07a5-4c7e-9676-efdeb59366ec,Masculino,28,Metropolitana de Santiago
6e8c38d0-99c7-419f-a3c2-772583ce5703,Femenino,33,Los Lagos
0e88ad91-fe48-40ba-acc2-eb6c7ef811b0,Masculino,38,O'Higgins
bfc07e6a-99f7-471b-a975-52cc25008663,Femenino,47,Valparaíso
fd87acaf-e9fe-426f-adb3-55f531faec94,Masculino,37,Metropolitana de Santiago
ccfa5d91-9a64-4a1f-bb99-344d856a0b60,Masculino,46,Metropolitana de Santiago
5aa00129-88de-438f-9c98-bd8e41d0c701,Femenino,36,Metropolitana de Santiago
ee8e652b-33f5-435d-878e-747c39ff9152,Femenino,32,Metropolitana de Santiago
8e8a76ef-6fdc-49f4-9ea1-ac46fb41f9b2,Femenino,31,Metropolitana de Santiago
8c39b65b-69fc-4bc5-8124-889a902028ad,Masculino,55,Metropolitana de Santiago
9e54cb2f-4cff-4192-b09e-914e86f9a7be,Masculino,32,Metropolitana de Santiago
195ebfe5-344d-4384-9f1f-92c36e59fac3,Masculino,27,Metropolitana de Santiago
d08e3c40-9aa2-4655-be21-db52035e97b5,Masculino,25,Metropolitana de Santiago
2adb9bff-92f3-4762-8b86-a48e1992174b,Masculino,50,Araucanía
36042520-bc42-45d9-84d9-483b548dc210,Masculino,34,Metropolitana de Santiago
9b4716bc-e8c5-4972-b91e-89a4603f200d,Masculino,35,Metropolitana de Santiago
083c4b31-301f-4ac9-8005-be1bf1a5cbb7,Masculino,37,Metropolitana de Santiago
864cde84-2b71-4915-8d01-b2e38d41ee40,Femenino,38,Metropolitana de Santiago
b7ccbaa5-82b9-4803-b404-5599c2adb511,Masculino,56,O'Higgins
c711e924-7f73-4b8c-b985-01da88a90058,Masculino,41,Metropolitana de Santiago
39fe81eb-cb99-4e22-ae7b-c3ce191f35b8,Masculino,39,Metropolitana de Santiago
3ebaa2ae-9614-475e-bf9b-019b6186e1a2,Masculino,43,Metropolitana de Santiago
e3950ec2-c77c-4a97-ae1b-b793eef739f9,Masculino,31,Metropolitana de Santiago
9c9aabcd-b799-45a7-8560-b2c76ae616c4,Masculino,57,Maule
cc38ba69-720f-4ce3-a81f-320df529dba5,Masculino,39,Metropolitana de Santiago
39b4e0c6-b704-4b80-9bc0-64648913d393,Masculino,35,Metropolitana de Santiago
85362b72-728d-4e5c-9d7c-004efc4ae08e,Femenino,35,Valparaíso
03561473-dbb8-448e-b562-66bc08e1eb41,Masculino,31,Metropolitana de Santiago
5522aa9e-3198-4800-b962-c8539f790e99,Masculino,39,Metropolitana de Santiago
202b7be6-32c8-4419-9809-caa16359d8f9,Masculino,30,Metropolitana de Santiago
b179b42d-38ab-4101-85b0-10c6b4d35f26,Masculino,28,Metropolitana de Santiago
03334702-7f8b-4d60-8139-ee60281ed73b,Masculino,31,Metropolitana de Santiago
41942127-709d-4dda-82b9-a181e969e1e0,Masculino,41,Metropolitana de Santiago
ff64b22e-657b-421e-9ae9-0b0afd2ea373,Masculino,35,O'Higgins
4ec52395-be2d-4313-86bc-0d98dc27f0f6,Femenino,59,Metropolitana de Santiago
4a5625e0-4660-4ba8-a527-eda8a8a82e36,Femenino,18,Valparaíso
5dfb4c2d-b993-4594-8109-b2f42fec0ce9,Masculino,45,O'Higgins
32be5f03-d379-4a1a-b09b-33bb01bf19ce,Masculino,36,Metropolitana de Santiago
a412f266-fbff-414a-9ca2-e30a12c3b86c,Masculino,51,Metropolitana de Santiago
27a703f3-61ff-44ac-8dbb-429aa58b1b56,Femenino,22,Metropolitana de Santiago
40a017cd-d801-472b-bd5e-683b46025bd6,Masculino,37,Metropolitana de Santiago
08f5987f-0f80-4b73-b760-effdc32a16b9,Femenino,39,Metropolitana de Santiago
28f3fd01-fbc2-47ca-ad99-f0f5a21cd76f,Femenino,34,Metropolitana de Santiago
83fb4235-5a10-4951-8505-b243937e6d4a,Femenino,38,Metropolitana de Santiago
16e25e1e-1245-4eb7-919f-0fae2e4f8cee,Masculino,28,Metropolitana de Santiago
7a739ad3-410b-4fcb-804b-0799b4c90262,Masculino,52,Metropolitana de Santiago
4e0f48e2-5d44-4854-82a0-507438eab854,Masculino,26,Metropolitana de Santiago
b1987fb5-23a3-439f-af03-68c030c923c6,Femenino,55,Metropolitana de Santiago
63eaaa45-ae09-4e15-9e0e-625809c0a8f1,Masculino,38,Metropolitana de Santiago
3f684bda-b3a0-44f8-8310-9f41d61c640f,Masculino,27,Metropolitana de Santiago
0b712f70-8dd5-4c26-9612-9bf022e6e134,Masculino,62,Metropolitana de Santiago
007eefe8-0d32-429b-ab7a-2563b6d2c3aa,Masculino,60,Los Lagos
7fc2ff98-0449-45e4-b787-e67a87796c79,Femenino,33,Metropolitana de Santiago
6c81229e-5708-42b1-8ef8-131fc3e18dc9,Masculino,55,Metropolitana de Santiago
2c0dd560-9c85-424e-a7d3-76947b1c0aeb,Masculino,38,O'Higgins
e297ed16-962c-4b89-957e-46ab12907c7d,Masculino,30,Coquimbo
b04e0746-22b8-4fbf-9c3e-58d078ad2fcc,Masculino,31,Fuera de Chile
4e5e3d5b-f258-4c39-9932-beb9ba29f895,Femenino,50,Metropolitana de Santiago
ef63aa43-16cc-43d7-88ae-072757a245d8,Masculino,34,Metropolitana de Santiago
711f6cdf-0480-47c9-b415-d8f87d1c7006,Masculino,32,Metropolitana de Santiago
d1fe745d-649c-4df8-b426-0391cf013c53,Femenino,40,Metropolitana de Santiago
9dd7584d-95e1-430e-9f90-ad0b2b66c5b8,Femenino,69,Metropolitana de Santiago
82e0f850-398f-4fa3-896e-091ff2d758a7,Masculino,47,Metropolitana de Santiago
d036f34c-1e96-4d56-9b2f-361228b1d0da,Masculino,57,Metropolitana de Santiago
fb514a84-7ac5-4d22-8b9c-f233571273e8,Femenino,33,Metropolitana de Santiago
cda2d616-8537-4ce5-a920-5817253fabc9,Femenino,29,Metropolitana de Santiago
e0e0751c-25c9-41fa-a553-7924159c19a2,Masculino,37,Fuera de Chile
09e65583-6071-45e1-8c7f-ea5626d98b5b,Femenino,23,Biobío
1073c2ac-9c0c-4ffd-b548-691fed1c0e70,Masculino,33,Fuera de Chile
8c56de03-f908-469c-b9e1-b022c70eec27,Femenino,43,Metropolitana de Santiago
5bccdf9f-cbef-4c19-951c-8fc7dae7e2f5,Masculino,43,Valparaíso
332860c1-7e94-4982-976e-67977faeb0de,Masculino,32,Biobío
57b73566-b86a-4236-a728-cf327ccb031b,Masculino,32,Maule
702fb2f7-e7a1-4d16-a867-a4ca4c14fcc9,Masculino,25,Metropolitana de Santiago
f28120f4-a530-433a-b691-fb9c34c1cb95,Masculino,31,Metropolitana de Santiago
afd2ecf9-45ed-4f5e-bb48-728e19a7cf0a,Masculino,36,Metropolitana de Santiago
8ee38261-9b86-467a-9545-bb3182b90400,Masculino,38,Valparaíso
4d838abd-2b4c-448c-983c-e134963f4fca,Masculino,57,Metropolitana de Santiago
ba97fd15-e029-47fd-b11d-785b59acd003,Masculino,35,Biobío
92a36d98-e7cf-4897-ab87-5118c3691752,Masculino,32,Fuera de Chile
ce4b8645-b228-486c-b338-7cb0b918eb0b,Masculino,38,Coquimbo
5737dfe0-de83-4c09-ba30-bef21fa6036c,Femenino,30,Biobío
a4d65f4b-184f-4f64-8275-fbd080773961,Masculino,65,Araucanía
be98c37e-0e80-42e5-85f0-b8f0cccff9f2,Masculino,73,Fuera de Chile
784b66b8-7191-4feb-9962-34fb39b04267,Masculino,56,Biobío
680449e1-0c2f-41d0-974f-aecd03d160a1,Masculino,34,Metropolitana de Santiago
7ff514b6-6fb7-47db-bba4-7efb89f21657,Masculino,78,Metropolitana de Santiago
3d7261c2-3f2b-4ffb-9f2f-2f74195e3cf8,Masculino,32,Metropolitana de Santiago
6a0d453d-1420-4f41-84b9-8670ecc5b5b5,Masculino,35,Metropolitana de Santiago
43f517b5-dabf-4292-b701-dff195ed3551,Masculino,71,Maule
5befa2d8-63e2-4351-aa97-e563e0fd60c7,Masculino,30,Metropolitana de Santiago
17cc8fae-3ac5-48e7-9fbf-8eef92dc132e,Masculino,31,Metropolitana de Santiago
94e6213a-9a8d-42b2-9016-f4f07b6ff6da,Masculino,53,Metropolitana de Santiago
a6bc88d1-92ea-44cc-8d2f-7ee6ec23a735,Femenino,45,Los Lagos
337446fc-6a73-4156-96f3-2551c5890c61,Masculino,31,Biobío
db96e4a6-d85f-426f-81a2-1efe8be69b5e,Femenino,26,Biobío
d7d0c98f-71cf-4413-8b1c-082e7cca6463,Femenino,34,O'Higgins
cdb11f17-972c-4951-9b61-db41aa234989,Masculino,60,O'Higgins
6a89eeb6-8239-44d2-9bf0-851dcaa2ca61,Masculino,33,Coquimbo
76a32c77-133d-46d9-a9e8-6f1404e41273,Masculino,51,Araucanía
a29210b5-f38a-4247-9c6a-717478ead6b4,Femenino,24,Metropolitana de Santiago
66434bd4-8a62-4a49-82ab-8020a8f12851,Femenino,31,Los Lagos
35c331d6-6983-4470-a311-99b6340b763a,Masculino,43,Metropolitana de Santiago
3791d9c7-84ac-452a-acd5-8b583aeceea2,Femenino,31,Metropolitana de Santiago
ae3afc72-3ba1-4fa8-b195-f21a1d08b1b2,Masculino,46,Valparaíso
e5668077-0d29-4e9b-aa17-49e4441b78b5,Masculino,31,O'Higgins
26d4361b-e056-4b1a-b1d6-537a8182b795,Masculino,57,Metropolitana de Santiago
6437a249-0a00-4661-9269-7816cded6916,Masculino,46,Biobío
fd859139-0692-46ee-89b8-4c540b25135a,Femenino,26,O'Higgins
4aef4f62-976b-4bda-803b-b5b6ec339a92,Masculino,40,Metropolitana de Santiago
f2d72108-59a7-4009-bae0-7bc6a79a277a,Femenino,31,Metropolitana de Santiago
645f119e-ee4c-4521-9eec-fc5c323b65c2,Masculino,58,Valparaíso
24bd96c5-77db-4898-af12-87d39104228c,Masculino,45,Metropolitana de Santiago
1446d9ab-fb69-4653-954f-5d80988ac7ec,Masculino,28,Fuera de Chile
934a5304-d416-4137-8d36-d6e0d287f074,Masculino,24,Metropolitana de Santiago
de1fbc8e-4279-4d9d-8730-1d255de265d9,Masculino,44,Metropolitana de Santiago
230ad410-f4bb-400a-89bf-d85e503d5439,Masculino,29,Metropolitana de Santiago
db66e9a3-6334-41c0-894c-705fcaae0ea2,Masculino,24,Metropolitana de Santiago
816847c5-da3e-4095-915e-7b3e05ca1dad,Masculino,45,Metropolitana de Santiago
7d98defb-335f-4a57-8070-0ebf7061cddd,Masculino,55,Metropolitana de Santiago
fb6d5ff6-0945-4e9e-bda4-7d5fd909130a,Masculino,35,Metropolitana de Santiago
364c105a-f3b5-4475-80c3-68bbf1ab9424,Masculino,33,Metropolitana de Santiago
6f39e0bf-3d97-4937-ade5-96d1ba3d8612,Masculino,37,Metropolitana de Santiago
6f39e0bf-3d97-4937-ade5-96d1ba3d8612,Masculino,37,Metropolitana de Santiago
6f39e0bf-3d97-4937-ade5-96d1ba3d8612,Masculino,37,Metropolitana de Santiago
c0b75acd-cfa7-4740-9550-a49662c042f0,Femenino,43,Biobío
a5ce25dd-3c29-42d9-95db-80da4d69d673,Masculino,20,Metropolitana de Santiago
d6fe6490-1e44-4694-9824-eabbc65564cc,Masculino,21,Valparaíso
713a564c-8687-4124-8066-5ed66a2caac4,Masculino,34,Metropolitana de Santiago
5f572b80-dce8-43b5-81cf-df74dff7e397,Masculino,28,Metropolitana de Santiago
ae222416-e7e3-46a2-98da-14a3754b70d5,Masculino,30,Valparaíso
fd4b1464-6383-4ef9-ba71-cfa6082228b4,Masculino,34,Los Lagos
10381915-6a29-4496-b5ca-d783c62bb1b2,Femenino,39,Biobío
c1a6b2b5-e2c3-444e-b4c9-6dbde486b7ef,Masculino,38,Valparaíso
d11cf837-daf0-4f3e-9985-c0901fbd01bd,Masculino,43,Metropolitana de Santiago
f5f72685-93a7-4187-bc77-a995ffe8ca69,Masculino,36,Metropolitana de Santiago
4011beba-b87c-456f-843f-e592309de4a3,Masculino,55,Antofagasta
90d2d3e8-af63-4626-848f-ea808fe91807,Femenino,32,Metropolitana de Santiago
6e27a66e-b476-497d-8d8c-8e0de91e1fc0,Femenino,19,Biobío
5c254e47-c65b-403e-9aca-83b9a8504146,Masculino,30,Metropolitana de Santiago
6806f2a1-5248-4709-b43e-733659bea4fa,Masculino,37,Metropolitana de Santiago
6cbddaf5-6e68-4289-91a9-bda835ce463c,Femenino,47,Metropolitana de Santiago
745abc31-8c0a-40a0-a3bb-3182a1870020,Femenino,52,Biobío
7d7f6b56-ac22-4075-8011-d939c2202060,Masculino,22,Magallanes
cb5c381f-bb94-4d81-b4b3-cae4573fa772,Masculino,26,Biobío
9d325e12-a06a-451e-ba94-1dd3a4404dfa,Masculino,37,Araucanía
9a37f09c-b3a0-4c71-a9fe-fdb86b14e470,Masculino,79,Metropolitana de Santiago
728ea51a-61f8-4697-8938-9cee594bf3d5,Masculino,47,Los Lagos
080bb411-c769-4e09-817d-703d1e4dcc9a,Femenino,26,Biobío
c00a1577-8c83-4631-be9c-6242c0b5beb9,Masculino,33,Metropolitana de Santiago
0c2186fa-235d-48fc-80dd-d3ca56ec7c75,Femenino,30,Metropolitana de Santiago
4011beba-b87c-456f-843f-e592309de4a3,Masculino,55,Antofagasta
021c9816-2b60-4036-8dd0-ad96707eb9ad,Masculino,25,Maule
1047cb91-eebc-4967-aa4e-d804dde229e7,Masculino,41,Metropolitana de Santiago
3b436773-5ea7-4900-889a-b2b395d88860,Masculino,43,Metropolitana de Santiago
3fdf2338-ba9f-41ce-b758-c4d92b5f2ac7,Masculino,55,Metropolitana de Santiago
41f4d7e2-7444-405b-ba07-986d4ebff10a,Masculino,20,Valparaíso
86377aaf-29e1-4c61-860a-0bd99e6b1feb,Femenino,28,Metropolitana de Santiago
09768fc6-6d64-4701-955b-d62dc00caacc,Masculino,31,Metropolitana de Santiago
ad368768-256c-4642-9f95-90de03c0f733,Masculino,49,Metropolitana de Santiago
c3bc8674-d33a-4772-8b41-4ed171195fb8,Masculino,39,Valparaíso
c1009e0b-a25b-4949-b2f9-ed00d6e02c8d,Masculino,29,Valparaíso
91db674a-ebaf-4160-8501-f1f05ab965dd,Femenino,27,Metropolitana de Santiago
37d5d4d0-f278-4045-9a6f-e51dccd508fa,Masculino,50,Biobío
e6e6d0fa-d4dd-40e4-b999-158186767188,Masculino,42,Antofagasta
672fc4e0-0774-419b-b100-c366ed40d96c,Femenino,36,Valparaíso
a38d29fb-5d85-4727-bc9e-39e8099e414b,Femenino,35,Los Ríos
a43a35eb-c269-40ca-aadd-a4606de86a5a,Femenino,60,Metropolitana de Santiago
dd91649a-310a-43d1-ba03-6df93e459a71,Masculino,32,Metropolitana de Santiago
2aa2ce34-16fe-4aef-b6af-e280371916a4,Masculino,32,Metropolitana de Santiago
61240081-4315-4835-97a7-1b4198e1fd5d,Masculino,32,Metropolitana de Santiago
841c4cce-a437-42da-bbf1-5e727d58247c,Masculino,44,Metropolitana de Santiago
b267aca0-0fc4-4831-ac23-9c83c97d3b88,Masculino,56,Metropolitana de Santiago
64ccc0fb-bdf9-4eb8-8252-5fc18cc6d5d0,Masculino,34,Valparaíso
31c08f3a-20b1-433e-9c69-879f93d1fec4,Masculino,40,Metropolitana de Santiago
b9d666b7-24db-4c80-9575-be3038f27399,Femenino,36,Metropolitana de Santiago
21057051-9fb0-4e13-8947-796d121ec80e,Masculino,53,Valparaíso
1a40a04d-4d12-435a-b52f-11da332350c9,Masculino,39,Metropolitana de Santiago
cec4c222-ac3f-4666-ab2c-aae6dea46742,Masculino,38,Metropolitana de Santiago
0c37027e-7e40-4e38-ada3-aa3dbe7e163d,Masculino,42,Araucanía
53413212-1098-4af4-9557-7aea468001eb,Masculino,34,Los Ríos
fd1da21c-8560-41c5-8849-210204b35501,Femenino,40,Metropolitana de Santiago
b1a2ff57-6594-4030-872c-cf9c857fa328,Masculino,70,Metropolitana de Santiago
b3b37d7f-ac3e-41d8-af13-1b595870cf13,Masculino,33,Metropolitana de Santiago
95c23bc5-3602-4142-bbad-a6c7db379663,Masculino,36,Metropolitana de Santiago
340750ac-d659-4cf4-a362-0ebb77ee77ef,Masculino,27,Metropolitana de Santiago
72f63039-1e0a-415b-87a1-0d870f2d5e1a,Masculino,21,Valparaíso
d9c8faa1-d19d-465e-8a51-2141bfcb14d4,Femenino,41,Metropolitana de Santiago
1872bce9-7bb1-4b3d-8198-12b0add02ecc,Femenino,44,Biobío
9a4cfae4-7f24-4603-b86c-0f2df517efdf,Masculino,19,Metropolitana de Santiago
ba606964-29e0-4a05-b71d-fcf7b14f2985,Masculino,51,Valparaíso
64ddf6ed-02a9-4548-a19a-d606611037eb,Masculino,31,Metropolitana de Santiago
34155b83-5966-439f-83e3-2310ee63072a,Femenino,26,Metropolitana de Santiago
3c2c68b5-094d-4078-a55e-a4a99ad6c553,Masculino,44,Valparaíso
fc88b47e-2e7f-449f-8a45-649ebced7b16,Masculino,38,O'Higgins
fc88b47e-2e7f-449f-8a45-649ebced7b16,Masculino,38,O'Higgins
46a53375-f802-4154-b385-3d2f9a9b1732,Masculino,35,Valparaíso
b40566ab-1778-4a19-8a39-5c9daf579103,Masculino,64,Metropolitana de Santiago
b682b223-4044-49b8-bdfc-be1883e60b27,Femenino,54,Metropolitana de Santiago
20a6b3aa-cfa3-4eb5-ad35-e8f3d957b5b5,Masculino,23,Metropolitana de Santiago
7c8a7a1e-2a30-43fd-913c-b9293f6e82e4,Femenino,35,Valparaíso
719eaac9-89a4-49b6-8245-797782e394dd,Masculino,42,Metropolitana de Santiago
f1d5f358-beeb-468f-9283-10ebe0c9f1b1,Masculino,48,Metropolitana de Santiago
172ac1ed-428a-4dbf-881d-083aefdccb40,Masculino,40,O'Higgins
4233b1d1-6378-4915-a9ec-323b905bb15c,Masculino,68,Metropolitana de Santiago
bb199e23-6679-476e-9e97-bb6e321becc9,Masculino,25,Metropolitana de Santiago
0b1948a8-33bc-4970-93ef-d53964451c75,Masculino,22,Antofagasta
